x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y
85.269274,59.52640308,74.4540472,25.74287092,68.10736005,87.4249925,58.5108755,74.1679208,28.914117,68.1489145,0.955,66.4,4.159697702,1.047393934,1.240284812,0.204365,5.172038042
93.02879995,60.1934461,80.90607986,32.83535385,71.13856405,95.82808134,59.2192459,80.56778711,36.60883544,71.42219105,1.124,83,4.427995872,1.068590617,1.219544435,0.202403,5.204386254
113.5831112,85.70206874,100.685982,27.8810425,94.99574957,116.1161087,84.27617908,100.3567089,31.8399296,94.88948895,0.83,83,6.005500789,1.028041549,1.272566478,0.23337,5.413392002
103.0168031,72.42911791,90.44623212,30.58768523,82.62501299,105.675819,71.20341917,90.10056286,34.47239988,82.69421913,0.955,83,5.199930172,1.047513255,1.242322424,0.217946,5.287947341
120.4537983,85.53405634,106.397212,34.91974197,97.17397033,123.6041133,84.10891382,105.9984364,39.49519952,97.27398033,0.955,99.6,6.240163127,1.047066248,1.244916777,0.231048,5.406001403
108.5103481,70.7824762,94.88740233,37.72787191,83.3584335,111.8189334,69.64071407,94.49686145,42.17821929,83.7001205,1.124,99.6,5.313806049,1.067656312,1.223147399,0.213301,5.305298105
133.1675697,101.4116426,118.7391619,31.75592706,111.9969516,136.1971256,99.76222476,118.3606906,36.43490081,111.9071917,0.83,99.6,7.206885938,1.026016368,1.278928938,0.24909,5.539188622
77.25172664,49.75510124,66.86410229,27.49662539,58.92064304,79.52820429,48.95784622,66.58356066,30.57035806,59.14796558,1.124,66.4,3.542187101,1.068671188,1.215571184,0.191299,5.096778402
87.73852239,54.12241297,75.13970036,33.61610941,65.32778278,90.52354943,53.16104242,74.79331599,37.362507,65.61521142,1.124,83,4.427996238,1.073247933,1.214928402,0.197274,5.166777011
112.9245395,76.93294476,98.229294,35.99159476,88.93014301,116.045606,75.50479902,97.8192594,40.54080701,89.01840135,0.955,99.6,6.24016198,1.050965665,1.240224874,0.223916,5.351704984
93.72112504,70.1360639,82.60585173,23.58506114,77.99775095,95.75307384,68.96166912,82.33007525,26.79140473,77.89213736,0.83,66.4,4.804115648,1.030385875,1.264328798,0.216888,5.280649867
72.98185141,44.92041733,62.23668473,28.06143407,54.27422869,75.2482719,44.13673911,61.95091092,31.11153278,54.50725004,1.124,66.4,3.542186878,1.072776388,1.211553572,0.187103,5.062893441
102.2089709,63.4734494,87.98905759,38.7355215,76.3852899,105.5002986,62.34271132,87.58716021,43.15758724,76.72857374,1.124,99.6,5.313804949,1.072703746,1.218180278,0.207316,5.26228535
96.69591959,65.29140707,83.62173254,31.40451252,75.75957791,99.334682,64.06705612,83.2684735,35.26762588,75.82293141,0.955,83,5.19992953,1.051029577,1.238422091,0.211742,5.245689738
124.3256796,91.55415542,109.2641575,32.77152422,102.4779968,127.3079749,89.8889889,108.8753351,37.41898604,102.3619842,0.83,99.6,7.206885701,1.029305885,1.272335433,0.240882,5.482290484
80.16576804,53.84563603,68.98092968,26.32013201,62.61901337,82.3087338,52.83483304,68.69018006,29.47390076,62.65946663,0.955,66.4,4.159697125,1.050622414,1.236896694,0.199194,5.137915995
87.75802873,63.57028525,76.25811238,24.18774348,71.63286641,89.76747528,62.40279057,75.97705456,27.36468471,71.52435214,0.83,66.4,4.804115832,1.033640268,1.258302723,0.210745,5.236916325
95.95484695,56.13081206,81.06871186,39.82403489,69.40549035,99.2266756,55.01950342,80.65527786,44.20717218,69.75522748,1.124,99.6,5.313805062,1.07811685,1.212543282,0.200682,5.214753053
105.4245439,68.27858079,90.02605808,37.14596313,80.6605685,108.5223537,66.85508639,89.60487317,41.66726731,80.74417549,0.955,99.6,6.240162595,1.055065592,1.235326951,0.216008,5.297539375
106.1783693,77.49325225,92.77000266,28.68511705,87.05495794,108.6776207,76.06285775,92.43300774,32.61476294,86.9344454,0.83,83,6.005500496,1.031334332,1.266367661,0.226109,5.363787579
82.48649572,48.03180391,69.35754033,34.45469181,59.51670118,85.25652858,47.09248513,69.00306687,38.16404346,59.81383295,1.124,83,4.427995896,1.078133798,1.209638537,0.191616,5.125525608
75.08400987,48.14334095,63.49102087,26.94066892,57.12356392,77.21272127,47.14221422,63.19568755,30.07050705,57.16571657,0.955,66.4,4.159697036,1.054060618,1.232927688,0.193526,5.100848052
90.3990399,58.12113682,76.77238162,32.27790308,68.88043785,93.01980491,56.90196461,76.411662,36.1178403,68.94124471,0.955,83,5.199930233,1.054784137,1.234139565,0.204902,5.201086664
98.79237924,69.22044499,84.81900004,29.57193424,79.07775641,101.2586244,67.79695792,84.47414544,33.46166648,78.95084674,0.83,83,6.005500977,1.035104224,1.259410765,0.218081,5.311750725
81.81068107,56.96212077,69.88699133,24.8485603,65.2449742,83.79837984,55.80767916,69.60058859,27.99070068,65.13791272,0.83,66.4,4.804115042,1.037244898,1.251469715,0.204011,5.193802441
115.5070536,81.61640871,99.73914092,33.89064492,92.91329035,118.4443444,79.94449591,99.33966776,38.49984852,92.77777875,0.83,99.6,7.206885567,1.033037806,1.265140125,0.231737,5.42505381
117.4497479,65.2680771,96.72118264,52.1816708,82.66196737,122.0912106,63.97457129,96.28822079,58.1166393,83.34678439,1.124,99.6,5.31380617,1.074933035,1.213353274,0.0118863,5.490731249
100.7013201,55.63103796,82.4504505,45.07028217,70.65446535,104.6294644,54.53045305,82.08040517,50.09901137,71.2301235,1.124,83,4.427997044,1.071760388,1.211729788,0.00256235,5.392859502
83.57410448,46.15976612,68.11922022,37.41433836,58.63121224,86.76867687,45.26267568,67.81599147,41.50600119,59.09800941,1.124,66.4,3.542187803,1.06743603,1.20998852,-0.00685963,5.296037795
128.6723643,80.14251132,107.462934,48.52985299,96.31912898,133.0430602,78.4773448,107.0337864,54.56571536,96.66591659,0.955,99.6,6.240163863,1.055904788,1.234024868,0.0278045,5.5996954
110.080261,68.00855379,91.35658798,42.07170717,82.03245618,113.779625,66.58978398,90.98895701,47.18984105,82.319731,0.955,83,5.199931259,1.053543058,1.231410475,0.0159945,5.492749161
91.11461439,56.03622862,75.2090583,35.07838577,67.72902388,94.11716318,54.88133652,74.9065352,39.23582666,67.95994541,0.955,66.4,4.15969807,1.050455462,1.227690705,0.00395603,5.383308084
140.7868228,95.99459946,119.1008731,44.79222336,110.9253406,144.9369937,94.11491442,118.6945193,50.82207928,111.0556075,0.83,99.6,7.206886848,1.040231848,1.250595249,0.0433068,5.702710669
120.2325262,81.06510358,100.9937167,39.1674226,94.12091111,123.748869,79.46069753,100.6397364,44.28817149,94.22342137,0.83,83,6.005501656,1.038731498,1.244126509,0.0290775,5.573098857
111.3561356,57.95911989,89.80254516,53.39701573,75.75812513,115.9818496,56.6945696,89.35873274,59.28728005,76.45699629,1.124,99.6,5.313806035,1.076862385,1.209300262,0.00559946,5.450260488
99.31293422,66.31232948,82.86449615,33.00060475,77.31253106,102.1669696,64.99932464,82.56767046,37.16764499,77.38853964,0.83,66.4,4.804116676,1.036172353,1.236590187,0.014606,5.430695004
95.57455746,49.57913394,76.67238999,45.99542352,64.91094178,99.48920185,48.5062996,76.29451468,50.98290225,65.50060035,1.124,83,4.427997056,1.073108211,1.208008318,-0.00276815,5.358279648
79.42694416,41.35305987,63.48561891,38.07388429,54.04435463,82.61175971,40.48049702,63.17703088,42.13126269,54.52425125,1.124,66.4,3.542187607,1.068178104,1.206605144,-0.0111845,5.26743944
103.9041404,60.85261114,84.50990511,43.05152927,75.2031209,107.5922607,59.45402157,84.13432614,48.13823912,75.50010128,0.955,83,5.199930817,1.054962982,1.22733149,0.00942974,5.45516104
121.3156301,71.51792328,99.25843294,49.79770682,88.11715888,125.6780707,69.8660369,98.81850318,55.81203384,88.47004818,0.955,99.6,6.240163458,1.057760483,1.229924709,0.0201548,5.557324925
86.12886435,50.33865813,69.72281194,35.79020622,62.26872687,89.12241078,49.20484724,69.41468204,39.91756353,62.51070175,0.955,66.4,4.159697846,1.051355855,1.223730926,-0.00143093,5.352178647
132.1392198,85.96834537,109.560939,46.17087441,101.3586368,136.2878817,84.09540661,109.1422545,52.19247511,101.4928983,0.83,99.6,7.206886934,1.042014541,1.244798655,0.0344145,5.64528787
112.9897975,72.7283202,93.03551378,40.26147732,86.14881264,116.4986469,71.13718696,92.67226467,45.36145997,86.25767362,0.83,83,6.005501176,1.039931495,1.238600336,0.021411,5.522650439
93.47360029,59.66614117,76.4909115,33.80745912,70.93529421,96.32013494,58.36798768,76.18767095,37.95214727,71.01870343,0.83,66.4,4.804116121,1.036724968,1.231800333,0.0082873,5.392103455
90.53330626,43.55535407,70.89806554,46.97795219,59.21467147,94.42768984,42.52197559,70.51221897,51.90571425,59.82388034,1.124,83,4.427996789,1.073420658,1.203565788,-0.00846753,5.32534362
105.3667867,50.67956869,82.88890623,54.68721799,68.90864135,109.969244,49.45499433,82.43413691,60.51424967,69.62641088,1.124,99.6,5.313806024,1.077763606,1.204547796,-0.00115026,5.412530909
114.0571528,62.8905664,91.05343782,51.16658639,79.9460952,118.4023432,61.26747807,90.60241904,57.1348651,80.3124331,0.955,99.6,6.24016362,1.058908865,1.224918992,0.011922,5.511031213
97.8060306,53.69734605,77.66265765,44.10868455,68.4002409,101.4783949,52.32890965,77.27881676,49.14948526,68.7120714,0.955,83,5.199930813,1.055613455,1.222456252,0.00240727,5.414541855
81.20386746,44.64401396,64.23575503,36.5598535,56.83063179,84.18392132,43.54057964,63.92174048,40.64334168,57.0883602,0.955,66.4,4.159697935,1.051446086,1.218971025,-0.00716129,5.317724942
123.5913533,75.905342,100.0145872,47.68601128,91.80067909,127.7287787,74.05198284,99.58309661,53.6767959,91.94424814,0.83,99.6,7.206886095,1.043197407,1.238116576,0.0248322,5.590119507
105.8205821,64.36798709,85.07270294,41.45259497,78.18551875,109.3166787,62.79972968,84.69993235,46.51694906,78.30537937,0.83,83,6.005501646,1.040448467,1.232513862,0.01321,5.471600271
87.68751875,53.00825126,70.11402277,34.67926749,64.56800709,90.52354943,51.73492203,69.80423943,38.7886274,64.66446449,0.83,66.4,4.804116806,1.036524535,1.226443733,0.00157303,5.351414156
123.0333092,63.69839132,100.0119876,59.33491787,83.47669728,125.7478189,62.24925227,99.22505947,63.49856665,83.41544115,1.124,99.6,5.313804188,0.942712962,1.155066154,0.224927,5.631910178
105.6353121,54.22419683,85.23091043,51.41111523,71.36123524,107.9035418,52.9978242,84.55283545,54.90571762,71.29973007,1.124,83,4.427995328,0.940809276,1.153096571,0.215544,5.528908254
87.78277974,44.94329316,70.37142816,42.83948659,59.22312202,89.59946288,43.94884313,69.80963096,45.65061975,59.16571638,1.124,66.4,3.542186246,0.938880238,1.150153357,0.206069,5.426813767
134.039151,78.84563603,110.5780423,55.19351496,97.24347435,136.6584217,77.01920339,109.78161,59.63921832,96.89894282,0.955,99.6,6.240162048,0.932538572,1.172296351,0.240254,5.745829067
114.8462332,66.67626968,93.96316886,48.16996348,82.73292417,116.9899461,65.11595984,93.273537,51.87398623,82.40728858,0.955,83,5.199929754,0.931410326,1.167750694,0.228547,5.622816009
